slip,lateral_force
[2.383],[-487.57]
[2.305],[-462.02]
[2.22],[-448.05]
[2.14],[-444.09]
[2.067],[-447.5]
[1.991],[-445.03]
[1.916],[-433.39]
[1.836],[-417.73]
[1.754],[-396.04]
[1.669],[-377.66]
[1.589],[-372.08]
[1.509],[-372.74]
[1.43],[-366.9]
[1.34],[-345.48]
[1.262],[-317.64]
[1.183],[-295.14]
[1.111],[-286.72]
[1.032],[-286.7]
[0.94],[-273.29]
[0.855],[-246.35]
[0.775],[-220.07]
[0.694],[-201.64]
[0.611],[-190.86]
[0.535],[-175.15]
[0.456],[-152.82]
[0.376],[-125.99]
[0.303],[-102.87]
[0.221],[-84.63]
[0.132],[-61.3]
[0.051],[-32.32]
[-0.025],[-6.26]
[-0.113],[16.48]
[-0.2],[37.17]
[-0.279],[62.32]
[-0.36],[92.54]
[-0.443],[121.]
[-0.519],[146.9]
[-0.601],[165.32]
[-0.694],[188.3]
[-0.776],[213.4]
[-0.858],[239.61]
[-0.949],[265.88]
[-1.025],[287.92]
[-1.107],[306.27]
[-1.193],[325.77]
[-1.264],[340.49]
[-1.339],[353.38]
[-1.421],[373.51]
[-1.5],[399.61]
[-1.583],[417.36]
[-1.666],[427.09]
[-1.75],[426.58]
[-1.83],[433.69]
[-1.906],[457.58]
[-1.985],[487.04]
[-2.06],[497.04]
[-2.143],[492.89]
[-2.216],[487.94]
[-2.299],[495.42]
[-2.39],[521.31]
[-2.468],[548.15]
[-2.555],[553.53]
[-2.641],[540.91]
[-2.722],[535.56]
[-2.804],[543.37]
[-2.881],[569.88]
[-2.965],[594.62]
[-3.046],[591.52]
[-3.134],[578.8]
[-3.223],[576.33]
[-3.307],[579.91]
[-3.39],[597.4]
[-3.457],[620.98]
[-3.538],[624.84]
[-3.605],[606.55]
[-3.681],[597.05]
[-3.748],[595.98]
[-3.827],[613.46]
[-3.912],[641.7]
[-4.001],[646.48]
[-4.087],[626.02]
[-4.211],[609.73]
[-4.258],[602.87]
[-4.347],[619.75]
[-4.412],[652.21]
[-4.488],[660.36]
[-4.558],[630.36]
[-4.634],[611.61]
[-4.71],[611.63]
[-4.804],[630.77]
[-4.878],[658.54]
[-4.963],[662.58]
[-5.045],[635.]
[-5.124],[617.65]
[-5.208],[621.41]
[-5.287],[631.31]
[-5.366],[653.69]
[-5.442],[661.12]
[-5.533],[643.58]
[-5.616],[629.57]
[-5.698],[625.45]
[-5.783],[627.69]
[-5.855],[648.]
[-5.938],[664.57]
[-6.012],[652.44]
[-6.097],[631.58]
[-6.166],[626.57]
[-6.246],[624.83]
[-6.334],[645.3]
[-6.414],[668.84]
[-6.501],[662.34]
[-6.584],[637.16]
[-6.667],[625.44]
[-6.752],[622.71]
[-6.835],[644.61]
[-6.929],[670.09]
[-6.993],[664.44]
[-7.08],[634.3]
[-7.156],[625.99]
[-7.24],[626.84]
[-7.315],[643.63]
[-7.392],[661.02]
[-7.468],[657.5]
[-7.549],[634.3]
[-7.628],[625.21]
[-7.714],[627.57]
[-7.802],[636.76]
[-7.873],[652.08]
[-7.96],[659.64]
[-8.046],[639.88]
[-8.136],[626.5]
[-8.221],[626.16]
[-8.306],[627.01]
[-8.382],[642.44]
[-8.455],[656.98]
[-8.536],[647.65]
[-8.616],[626.49]
[-8.69],[619.16]
[-8.781],[617.92]
[-8.864],[638.16]
[-8.948],[659.75]
[-9.03],[650.54]
[-9.114],[626.01]
[-9.198],[617.68]
[-9.268],[618.51]
[-9.353],[636.04]
[-9.437],[654.83]
[-9.518],[650.56]
[-9.604],[625.99]
[-9.682],[616.21]
[-9.772],[619.23]
[-9.85],[631.94]
[-9.932],[649.91]
[-10.013],[655.56]
[-10.089],[633.04]
[-10.171],[621.84]
[-10.252],[621.15]
[-10.338],[625.]
[-10.414],[641.65]
[-10.497],[655.43]
[-10.586],[646.28]
[-10.661],[627.28]
[-10.744],[618.35]
[-10.832],[615.26]
[-10.907],[633.43]
[-10.975],[654.96]
[-11.06],[647.94]
[-11.138],[622.39]
[-11.212],[614.02]
[-11.304],[613.57]
[-11.386],[629.13]
[-11.462],[646.44]
[-11.544],[645.86]
[-11.626],[622.55]
[-11.7],[611.51]
[-11.781],[610.22]
[-11.851],[622.29]
[-11.93],[636.85]
[-12.02],[644.44]
[-12.097],[627.39]
[-12.184],[612.05]
[-12.265],[610.75]
[-12.335],[612.42]
[-12.427],[627.94]
[-12.503],[646.02]
[-12.577],[638.53]
[-12.655],[616.35]
[-12.732],[609.41]
[-12.779],[606.97]
[-12.814],[621.08]
[-12.83],[643.11]
[-12.813],[642.96]
[-12.782],[615.16]
[-12.737],[606.77]
[-12.677],[612.54]
[-12.615],[625.16]
[-12.547],[638.29]
[-12.49],[641.78]
[-12.422],[628.27]
[-12.345],[616.3]
[-12.266],[611.63]
[-12.183],[610.55]
[-12.095],[627.93]
[-12.006],[650.74]
[-11.924],[643.68]
[-11.841],[617.02]
[-11.756],[606.74]
[-11.662],[606.15]
[-11.57],[625.64]
[-11.481],[647.33]
[-11.382],[645.12]
[-11.29],[621.06]
[-11.202],[608.74]
[-11.107],[607.28]
[-11.019],[623.07]
[-10.931],[643.75]
[-10.857],[647.35]
[-10.769],[626.11]
[-10.689],[611.51]
[-10.601],[613.82]
[-10.506],[618.74]
[-10.418],[632.89]
[-10.336],[647.46]
[-10.25],[639.37]
[-10.17],[625.99]
[-10.098],[621.38]
[-10.019],[615.32]
[-9.942],[634.27]
[-9.858],[654.95]
[-9.778],[647.79]
[-9.706],[621.97]
[-9.617],[614.22]
[-9.538],[616.68]
[-9.461],[637.47]
[-9.382],[655.56]
[-9.304],[650.76]
[-9.236],[629.52]
[-9.154],[621.84]
[-9.071],[620.03]
[-8.993],[631.15]
[-8.914],[647.36]
[-8.822],[654.96]
[-8.75],[638.7]
[-8.657],[627.36]
[-8.588],[624.9]
[-8.521],[626.51]
[-8.445],[643.33]
[-8.37],[656.42]
[-8.297],[644.91]
[-8.221],[628.77]
[-8.147],[621.49]
[-8.063],[622.33]
[-7.984],[643.77]
[-7.9],[663.97]
[-7.824],[652.58]
[-7.74],[627.53]
[-7.669],[617.98]
[-7.585],[623.49]
[-7.506],[644.53]
[-7.423],[659.37]
[-7.346],[650.1]
[-7.258],[628.83]
[-7.178],[626.27]
[-7.106],[626.97]
[-7.027],[638.37]
[-6.947],[653.]
[-6.868],[658.98]
[-6.787],[642.67]
[-6.704],[629.57]
[-6.606],[622.87]
[-6.527],[628.01]
[-6.445],[649.49]
[-6.357],[663.94]
[-6.273],[646.32]
[-6.202],[626.86]
[-6.118],[617.29]
[-6.045],[624.28]
[-5.966],[651.02]
[-5.882],[665.54]
[-5.799],[644.42]
[-5.717],[615.57]
[-5.632],[612.44]
[-5.549],[620.23]
[-5.461],[641.98]
[-5.39],[652.27]
[-5.299],[638.82]
[-5.225],[617.03]
[-5.149],[614.37]
[-5.065],[612.56]
[-4.973],[622.37]
[-4.897],[634.94]
[-4.809],[638.86]
[-4.729],[623.37]
[-4.653],[610.21]
[-4.581],[599.28]
[-4.513],[606.59]
[-4.434],[632.18]
[-4.359],[641.8]
[-4.273],[620.6]
[-4.195],[592.99]
[-4.095],[582.03]
[-4.001],[592.41]
[-3.909],[620.34]
[-3.828],[628.73]
[-3.75],[602.69]
[-3.674],[576.83]
[-3.596],[574.21]
[-3.532],[580.72]
[-3.448],[595.37]
[-3.372],[599.56]
[-3.295],[584.]
[-3.217],[567.78]
[-3.131],[561.61]
[-3.035],[556.21]
[-2.948],[557.18]
[-2.874],[566.05]
[-2.792],[567.28]
[-2.722],[552.46]
[-2.636],[536.71]
[-2.555],[517.45]
[-2.473],[514.03]
[-2.392],[530.68]
[-2.316],[538.88]
[-2.225],[517.04]
[-2.158],[490.01]
[-2.076],[468.65]
[-2.],[471.01]
[-1.927],[487.84]
[-1.852],[486.26]
[-1.763],[459.57]
[-1.678],[432.49]
[-1.633],[422.81]
[-1.512],[422.44]
[-1.437],[418.68]
[-1.357],[406.65]
[-1.273],[388.81]
[-1.194],[376.19]
[-1.123],[363.31]
[-1.044],[346.92]
[-0.971],[332.42]
[-0.887],[323.48]
[-0.8],[315.9]
